0,ATKMSG_M_000,!,2,-1,54,1620,0,"-1
0
0
-1
0"
733,ATKMSG_Y_183,The wild {tag:0} used Mach Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
734,ATKMSG_E_183,The opposing {tag:0} used Mach Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
735,ATKMSG_T_183,{tag:0}’s {tag:1} used Mach Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
736,ATKMSG_M_184,{tag:0} used Scary Face!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
737,ATKMSG_Y_184,The wild {tag:0} used Scary Face!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
738,ATKMSG_E_184,The opposing {tag:0} used Scary Face!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
739,ATKMSG_T_184,{tag:0}’s {tag:1} used Scary Face!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
740,ATKMSG_M_185,{tag:0} used Feint Attack!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
741,ATKMSG_Y_185,The wild {tag:0} used Feint Attack!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
742,ATKMSG_E_185,The opposing {tag:0} used Feint Attack!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
743,ATKMSG_T_185,{tag:0}’s {tag:1} used Feint Attack!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
744,ATKMSG_M_186,{tag:0} used Sweet Kiss!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
745,ATKMSG_Y_186,The wild {tag:0} used Sweet Kiss!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
746,ATKMSG_E_186,The opposing {tag:0} used Sweet Kiss!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
747,ATKMSG_T_186,{tag:0}’s {tag:1} used Sweet Kiss!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
748,ATKMSG_M_187,{tag:0} used Belly Drum!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
749,ATKMSG_Y_187,The wild {tag:0} used Belly Drum!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
750,ATKMSG_E_187,The opposing {tag:0} used Belly Drum!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
751,ATKMSG_T_187,{tag:0}’s {tag:1} used Belly Drum!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
752,ATKMSG_M_188,{tag:0} used Sludge Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
753,ATKMSG_Y_188,The wild {tag:0} used Sludge Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
754,ATKMSG_E_188,The opposing {tag:0} used Sludge Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
755,ATKMSG_T_188,{tag:0}’s {tag:1} used Sludge Bomb!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
756,ATKMSG_M_189,{tag:0} used Mud-Slap!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
757,ATKMSG_Y_189,The wild {tag:0} used Mud-Slap!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
758,ATKMSG_E_189,The opposing {tag:0} used Mud-Slap!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
759,ATKMSG_T_189,{tag:0}’s {tag:1} used Mud-Slap!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
760,ATKMSG_M_190,{tag:0} used Octazooka!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
761,ATKMSG_Y_190,The wild {tag:0} used Octazooka!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
762,ATKMSG_E_190,The opposing {tag:0} used Octazooka!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
763,ATKMSG_T_190,{tag:0}’s {tag:1} used Octazooka!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
764,ATKMSG_M_191,{tag:0} used Spikes!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
765,ATKMSG_Y_191,The wild {tag:0} used Spikes!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
766,ATKMSG_E_191,The opposing {tag:0} used Spikes!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
767,ATKMSG_T_191,{tag:0}’s {tag:1} used Spikes!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
768,ATKMSG_M_192,{tag:0} used Zap Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
769,ATKMSG_Y_192,The wild {tag:0} used Zap Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
770,ATKMSG_E_192,The opposing {tag:0} used Zap Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
771,ATKMSG_T_192,{tag:0}’s {tag:1} used Zap Cannon!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
772,ATKMSG_M_193,{tag:0} used Foresight!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
773,ATKMSG_Y_193,The wild {tag:0} used Foresight!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
774,ATKMSG_E_193,The opposing {tag:0} used Foresight!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
775,ATKMSG_T_193,{tag:0}’s {tag:1} used Foresight!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
776,ATKMSG_M_194,{tag:0} used Destiny Bond!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
777,ATKMSG_Y_194,The wild {tag:0} used Destiny Bond!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
778,ATKMSG_E_194,The opposing {tag:0} used Destiny Bond!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
779,ATKMSG_T_194,{tag:0}’s {tag:1} used Destiny Bond!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
780,ATKMSG_M_195,{tag:0} used Perish Song!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
781,ATKMSG_Y_195,The wild {tag:0} used Perish Song!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
782,ATKMSG_E_195,The opposing {tag:0} used Perish Song!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
783,ATKMSG_T_195,{tag:0}’s {tag:1} used Perish Song!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
784,ATKMSG_M_196,{tag:0} used Icy Wind!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
785,ATKMSG_Y_196,The wild {tag:0} used Icy Wind!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
786,ATKMSG_E_196,The opposing {tag:0} used Icy Wind!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
787,ATKMSG_T_196,{tag:0}’s {tag:1} used Icy Wind!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
788,ATKMSG_M_197,{tag:0} used Detect!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
789,ATKMSG_Y_197,The wild {tag:0} used Detect!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
790,ATKMSG_E_197,The opposing {tag:0} used Detect!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
791,ATKMSG_T_197,{tag:0}’s {tag:1} used Detect!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
792,ATKMSG_M_198,{tag:0} used Bone Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
793,ATKMSG_Y_198,The wild {tag:0} used Bone Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
794,ATKMSG_E_198,The opposing {tag:0} used Bone Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
795,ATKMSG_T_198,{tag:0}’s {tag:1} used Bone Rush!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
796,ATKMSG_M_199,{tag:0} used Lock-On!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
797,ATKMSG_Y_199,The wild {tag:0} used Lock-On!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
798,ATKMSG_E_199,The opposing {tag:0} used Lock-On!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
799,ATKMSG_T_199,{tag:0}’s {tag:1} used Lock-On!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
800,ATKMSG_M_200,{tag:0} used Outrage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
801,ATKMSG_Y_200,The wild {tag:0} used Outrage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
802,ATKMSG_E_200,The opposing {tag:0} used Outrage!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
803,ATKMSG_T_200,{tag:0}’s {tag:1} used Outrage!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
804,ATKMSG_M_201,{tag:0} used Sandstorm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
805,ATKMSG_Y_201,The wild {tag:0} used Sandstorm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
806,ATKMSG_E_201,The opposing {tag:0} used Sandstorm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
807,ATKMSG_T_201,{tag:0}’s {tag:1} used Sandstorm!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
808,ATKMSG_M_202,{tag:0} used Giga Drain!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
809,ATKMSG_Y_202,The wild {tag:0} used Giga Drain!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
810,ATKMSG_E_202,The opposing {tag:0} used Giga Drain!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
811,ATKMSG_T_202,{tag:0}’s {tag:1} used Giga Drain!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
812,ATKMSG_M_203,{tag:0} used Endure!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
813,ATKMSG_Y_203,The wild {tag:0} used Endure!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
814,ATKMSG_E_203,The opposing {tag:0} used Endure!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
815,ATKMSG_T_203,{tag:0}’s {tag:1} used Endure!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
816,ATKMSG_M_204,{tag:0} used Charm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
817,ATKMSG_Y_204,The wild {tag:0} used Charm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
818,ATKMSG_E_204,The opposing {tag:0} used Charm!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
819,ATKMSG_T_204,{tag:0}’s {tag:1} used Charm!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
820,ATKMSG_M_205,{tag:0} used Rollout!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
821,ATKMSG_Y_205,The wild {tag:0} used Rollout!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
822,ATKMSG_E_205,The opposing {tag:0} used Rollout!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
823,ATKMSG_T_205,{tag:0}’s {tag:1} used Rollout!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
824,ATKMSG_M_206,{tag:0} used False Swipe!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
825,ATKMSG_Y_206,The wild {tag:0} used False Swipe!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
826,ATKMSG_E_206,The opposing {tag:0} used False Swipe!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
827,ATKMSG_T_206,{tag:0}’s {tag:1} used False Swipe!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
828,ATKMSG_M_207,{tag:0} used Swagger!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
829,ATKMSG_Y_207,The wild {tag:0} used Swagger!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
830,ATKMSG_E_207,The opposing {tag:0} used Swagger!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
831,ATKMSG_T_207,{tag:0}’s {tag:1} used Swagger!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
832,ATKMSG_M_208,{tag:0} used Milk Drink!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
833,ATKMSG_Y_208,The wild {tag:0} used Milk Drink!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
834,ATKMSG_E_208,The opposing {tag:0} used Milk Drink!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
835,ATKMSG_T_208,{tag:0}’s {tag:1} used Milk Drink!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
836,ATKMSG_M_209,{tag:0} used Spark!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
837,ATKMSG_Y_209,The wild {tag:0} used Spark!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
838,ATKMSG_E_209,The opposing {tag:0} used Spark!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
839,ATKMSG_T_209,{tag:0}’s {tag:1} used Spark!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
840,ATKMSG_M_210,{tag:0} used Fury Cutter!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
841,ATKMSG_Y_210,The wild {tag:0} used Fury Cutter!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
842,ATKMSG_E_210,The opposing {tag:0} used Fury Cutter!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
843,ATKMSG_T_210,{tag:0}’s {tag:1} used Fury Cutter!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
844,ATKMSG_M_211,{tag:0} used Steel Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
845,ATKMSG_Y_211,The wild {tag:0} used Steel Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
846,ATKMSG_E_211,The opposing {tag:0} used Steel Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
847,ATKMSG_T_211,{tag:0}’s {tag:1} used Steel Wing!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
848,ATKMSG_M_212,{tag:0} used Mean Look!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
849,ATKMSG_Y_212,The wild {tag:0} used Mean Look!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
850,ATKMSG_E_212,The opposing {tag:0} used Mean Look!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
851,ATKMSG_T_212,{tag:0}’s {tag:1} used Mean Look!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
852,ATKMSG_M_213,{tag:0} used Attract!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
853,ATKMSG_Y_213,The wild {tag:0} used Attract!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
854,ATKMSG_E_213,The opposing {tag:0} used Attract!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
855,ATKMSG_T_213,{tag:0}’s {tag:1} used Attract!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
856,ATKMSG_M_214,{tag:0} used Sleep Talk!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
857,ATKMSG_Y_214,The wild {tag:0} used Sleep Talk!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
858,ATKMSG_E_214,The opposing {tag:0} used Sleep Talk!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
859,ATKMSG_T_214,{tag:0}’s {tag:1} used Sleep Talk!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
860,ATKMSG_M_215,{tag:0} used Heal Bell!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
861,ATKMSG_Y_215,The wild {tag:0} used Heal Bell!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
862,ATKMSG_E_215,The opposing {tag:0} used Heal Bell!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
863,ATKMSG_T_215,{tag:0}’s {tag:1} used Heal Bell!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
864,ATKMSG_M_216,{tag:0} used Return!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
865,ATKMSG_Y_216,The wild {tag:0} used Return!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
866,ATKMSG_E_216,The opposing {tag:0} used Return!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
867,ATKMSG_T_216,{tag:0}’s {tag:1} used Return!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
868,ATKMSG_M_217,{tag:0} used Present!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
869,ATKMSG_Y_217,The wild {tag:0} used Present!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
870,ATKMSG_E_217,The opposing {tag:0} used Present!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
871,ATKMSG_T_217,{tag:0}’s {tag:1} used Present!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
872,ATKMSG_M_218,{tag:0} used Frustration!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
873,ATKMSG_Y_218,The wild {tag:0} used Frustration!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
874,ATKMSG_E_218,The opposing {tag:0} used Frustration!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
875,ATKMSG_T_218,{tag:0}’s {tag:1} used Frustration!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
876,ATKMSG_M_219,{tag:0} used Safeguard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
877,ATKMSG_Y_219,The wild {tag:0} used Safeguard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
878,ATKMSG_E_219,The opposing {tag:0} used Safeguard!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
879,ATKMSG_T_219,{tag:0}’s {tag:1} used Safeguard!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
880,ATKMSG_M_220,{tag:0} used Pain Split!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
881,ATKMSG_Y_220,The wild {tag:0} used Pain Split!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
882,ATKMSG_E_220,The opposing {tag:0} used Pain Split!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
883,ATKMSG_T_220,{tag:0}’s {tag:1} used Pain Split!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
884,ATKMSG_M_221,{tag:0} used Sacred Fire!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
885,ATKMSG_Y_221,The wild {tag:0} used Sacred Fire!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
886,ATKMSG_E_221,The opposing {tag:0} used Sacred Fire!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
887,ATKMSG_T_221,{tag:0}’s {tag:1} used Sacred Fire!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
888,ATKMSG_M_222,{tag:0} used Magnitude!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
889,ATKMSG_Y_222,The wild {tag:0} used Magnitude!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
890,ATKMSG_E_222,The opposing {tag:0} used Magnitude!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
891,ATKMSG_T_222,{tag:0}’s {tag:1} used Magnitude!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
892,ATKMSG_M_223,{tag:0} used Dynamic Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
893,ATKMSG_Y_223,The wild {tag:0} used Dynamic Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
894,ATKMSG_E_223,The opposing {tag:0} used Dynamic Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
895,ATKMSG_T_223,{tag:0}’s {tag:1} used Dynamic Punch!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
896,ATKMSG_M_224,{tag:0} used Megahorn!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
897,ATKMSG_Y_224,The wild {tag:0} used Megahorn!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
898,ATKMSG_E_224,The opposing {tag:0} used Megahorn!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
899,ATKMSG_T_224,{tag:0}’s {tag:1} used Megahorn!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
900,ATKMSG_M_225,{tag:0} used Dragon Breath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
901,ATKMSG_Y_225,The wild {tag:0} used Dragon Breath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
902,ATKMSG_E_225,The opposing {tag:0} used Dragon Breath!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
903,ATKMSG_T_225,{tag:0}’s {tag:1} used Dragon Breath!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
904,ATKMSG_M_226,{tag:0} used Baton Pass!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
905,ATKMSG_Y_226,The wild {tag:0} used Baton Pass!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
906,ATKMSG_E_226,The opposing {tag:0} used Baton Pass!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
907,ATKMSG_T_226,{tag:0}’s {tag:1} used Baton Pass!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
908,ATKMSG_M_227,{tag:0} used Encore!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
909,ATKMSG_Y_227,The wild {tag:0} used Encore!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
910,ATKMSG_E_227,The opposing {tag:0} used Encore!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
911,ATKMSG_T_227,{tag:0}’s {tag:1} used Encore!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
912,ATKMSG_M_228,{tag:0} used Pursuit!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
913,ATKMSG_Y_228,The wild {tag:0} used Pursuit!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
914,ATKMSG_E_228,The opposing {tag:0} used Pursuit!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
915,ATKMSG_T_228,{tag:0}’s {tag:1} used Pursuit!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,1,0,0,0,,0
916,ATKMSG_M_229,{tag:0} used Rapid Spin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
917,ATKMSG_Y_229,The wild {tag:0} used Rapid Spin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
918,ATKMSG_E_229,The opposing {tag:0} used Rapid Spin!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,1,0,0,0,,0
